country,region,source,type,savings,cost
Saudi Arabia,Middle East,Onshore conventional oil,Early replacement of devices,35.84000015258789,3.1500000953674316
Saudi Arabia,Middle East,Onshore conventional oil,Other,13.3100004196167,3.180000066757202
Oman,Middle East,Onshore conventional oil,Other,2.5799999237060547,3.180000066757202
United Arab Emirates,Middle East,Onshore conventional oil,Other,4.289999961853027,3.180000066757202
Iran,Middle East,Onshore conventional oil,Other,11.170000076293945,3.180000066757202
Iraq,Middle East,Onshore conventional oil,Other,12.880000114440918,3.180000066757202
Kuwait,Middle East,Onshore conventional oil,Other,5.579999923706055,3.180000066757202
Argentina,Central and South America,Onshore conventional gas,Early replacement of devices,1.7799999713897705,3.200000047683716
Argentina,Central and South America,Onshore conventional oil,Early replacement of devices,4.940000057220459,3.200000047683716
Argentina,Central and South America,Unconventional oil,Early replacement of devices,3.2100000381469727,3.200000047683716
Argentina,Central and South America,Unconventional gas,Early replacement of devices,2.799999952316284,3.200000047683716
Oman,Middle East,Onshore conventional oil,Early replacement of devices,7.789999961853027,3.200000047683716
Oman,Middle East,Onshore conventional gas,Early replacement of devices,2.2300000190734863,3.200000047683716
Oman,Middle East,Unconventional gas,Early replacement of devices,1.6100000143051147,3.200000047683716
Ghana,Africa,Offshore gas,Replace with electric motor,1.3300000429153442,3.2300000190734863
United States,North America,Onshore conventional oil,Upstream LDAR,13.899999618530273,3.240000009536743
United States,North America,Onshore conventional gas,Upstream LDAR,20.209999084472656,3.240000009536743
United States,North America,Unconventional gas,Upstream LDAR,277.20001220703125,3.240000009536743
United States,North America,Unconventional oil,Upstream LDAR,24.739999771118164,3.240000009536743
Pakistan,Asia Pacific,Unconventional gas,Install flares,0.009999999776482582,3.25
Argentina,Central and South America,Unconventional gas,Install flares,0.25999999046325684,3.25
Algeria,Africa,Unconventional gas,Install flares,0.029999999329447746,3.25
Egypt,Africa,Unconventional gas,Install flares,0.019999999552965164,3.25
Ghana,Africa,Offshore gas,Install flares,0.09000000357627869,3.259999990463257
Chad,Africa,Onshore conventional oil,Early replacement of devices,0.9700000286102295,3.2799999713897705
Canada,North America,Downstream oil,Downstream LDAR,0.12999999523162842,3.2799999713897705
Canada,North America,Downstream gas,Downstream LDAR,54.08000183105469,3.2799999713897705
Cameroon,Africa,Onshore conventional gas,Early replacement of devices,0.009999999776482582,3.2799999713897705
Other,Asia Pacific,Downstream oil,Downstream LDAR,0.10000000149011612,3.2899999618530273
Other,Asia Pacific,Downstream gas,Downstream LDAR,12.960000038146973,3.2899999618530273
Poland,Europe,Onshore conventional oil,Replace with electric motor,1.2100000381469727,3.2899999618530273
Other countries in Europe,Europe,Onshore conventional oil,Replace with electric motor,7.809999942779541,3.299999952316284
Algeria,Africa,Onshore conventional oil,Replace with electric motor,397.8699951171875,3.319999933242798
Bangladesh,Asia Pacific,Downstream oil,Downstream LDAR,0.009999999776482582,3.3299999237060547
Bangladesh,Asia Pacific,Downstream gas,Downstream LDAR,9.210000038146973,3.3299999237060547
Pakistan,Asia Pacific,Unconventional gas,Early replacement of devices,0.15000000596046448,3.3299999237060547
Pakistan,Asia Pacific,Onshore conventional gas,Early replacement of devices,3.9200000762939453,3.3299999237060547
Pakistan,Asia Pacific,Onshore conventional oil,Early replacement of devices,1.4600000381469727,3.3299999237060547
Pakistan,Asia Pacific,Downstream oil,Downstream LDAR,0.03999999910593033,3.3299999237060547
Pakistan,Asia Pacific,Downstream gas,Downstream LDAR,17.6299991607666,3.3299999237060547
Nigeria,Africa,Downstream oil,Vapour recovery units,0.10999999940395355,3.3499999046325684
Nigeria,Africa,Downstream gas,Vapour recovery units,0.1599999964237213,3.3499999046325684
Nigeria,Africa,Onshore conventional gas,Vapour recovery units,1.940000057220459,3.3499999046325684
Nigeria,Africa,Onshore conventional oil,Vapour recovery units,11.100000381469727,3.3499999046325684
Jordan,Middle East,Offshore gas,Replace with electric motor,0.1599999964237213,3.369999885559082
Jordan,Middle East,Unconventional oil,Replace with electric motor,0.1599999964237213,3.369999885559082
Jordan,Middle East,Onshore conventional oil,Replace with electric motor,0.1599999964237213,3.369999885559082
Congo,Africa,Onshore conventional oil,Replace with electric motor,8.029999732971191,3.369999885559082
United Arab Emirates,Middle East,Onshore conventional gas,Early replacement of devices,2.759999990463257,3.369999885559082
United Arab Emirates,Middle East,Onshore conventional oil,Early replacement of devices,11.729999542236328,3.369999885559082
Saudi Arabia,Middle East,Onshore conventional oil,Replace with electric motor,524.27001953125,3.380000114440918
Oman,Middle East,Onshore conventional oil,Replace with electric motor,113.9800033569336,3.4100000858306885
Qatar,Middle East,Onshore conventional gas,Early replacement of devices,0.11999999731779099,3.4100000858306885
Qatar,Middle East,Onshore conventional oil,Early replacement of devices,1.309999942779541,3.4100000858306885
Cuba,Central and South America,Onshore conventional oil,Replace with electric motor,2.0299999713897705,3.440000057220459
Chad,Africa,Onshore conventional oil,Replace with electric motor,14.220000267028809,3.4600000381469727
Indonesia,Asia Pacific,Downstream gas,Other,17.479999542236328,3.4800000190734863
Gabon,Africa,Onshore conventional gas,Early replacement of devices,0.03999999910593033,3.490000009536743
Gabon,Africa,Onshore conventional oil,Early replacement of devices,2.1700000762939453,3.490000009536743
Libya,Africa,Onshore conventional oil,Other,9.880000114440918,3.5
Egypt,Africa,Onshore conventional oil,Other,1.7200000286102295,3.5
Algeria,Africa,Onshore conventional oil,Other,9.880000114440918,3.5
United Arab Emirates,Middle East,Onshore conventional oil,Replace with electric motor,171.66000366210938,3.5
Pakistan,Asia Pacific,Downstream gas,Other,19.690000534057617,3.509999990463257
Bangladesh,Asia Pacific,Downstream gas,Other,10.59000015258789,3.509999990463257
New Zealand,Asia Pacific,Onshore conventional oil,Replace with electric motor,0.5299999713897705,3.5199999809265137
Qatar,Middle East,Onshore conventional oil,Replace with electric motor,19.110000610351562,3.5199999809265137
Japan,Asia Pacific,Downstream gas,Other,15.989999771118164,3.5399999618530273
Gabon,Africa,Onshore conventional oil,Replace with electric motor,31.790000915527344,3.569999933242798
Bolivia,Central and South America,Onshore conventional oil,Early replacement of devices,0.5,3.569999933242798
Bolivia,Central and South America,Onshore conventional gas,Early replacement of devices,1.2300000190734863,3.569999933242798
Poland,Europe,Downstream gas,Downstream LDAR,2.450000047683716,3.609999895095825
Poland,Europe,Downstream oil,Downstream LDAR,0.009999999776482582,3.609999895095825
Ukraine,Europe,Downstream gas,Downstream LDAR,6.78000020980835,3.609999895095825
Ukraine,Europe,Downstream oil,Downstream LDAR,0.009999999776482582,3.609999895095825
Brazil,Central and South America,Onshore conventional oil,Replace with electric motor,22.059999465942383,3.6500000953674316
Egypt,Africa,Onshore conventional oil,Replace with electric motor,67.62000274658203,3.690000057220459
Turkmenistan,Russia & Caspian,Onshore conventional gas,Early replacement of devices,32.119998931884766,3.7100000381469727
Turkmenistan,Russia & Caspian,Onshore conventional oil,Early replacement of devices,8.40999984741211,3.7100000381469727
Egypt,Africa,Onshore conventional oil,Early replacement of devices,4.619999885559082,3.7200000286102295
Egypt,Africa,Onshore conventional gas,Early replacement of devices,1.100000023841858,3.7200000286102295
Egypt,Africa,Unconventional gas,Early replacement of devices,0.2199999988079071,3.7200000286102295
Yemen,Middle East,Onshore conventional oil,Replace with electric motor,19.670000076293945,3.75
Turkmenistan,Russia & Caspian,Onshore conventional oil,Replace with electric motor,123.05000305175781,3.759999990463257
United States,North America,Offshore gas,Upstream LDAR,5.949999809265137,3.799999952316284
United States,North America,Offshore oil,Upstream LDAR,4.449999809265137,3.799999952316284
Indonesia,Asia Pacific,Onshore conventional oil,Replace with electric motor,95.51000213623047,3.809999942779541
Brazil,Central and South America,Downstream gas,Downstream LDAR,8.649999618530273,3.8399999141693115
Brazil,Central and South America,Downstream oil,Downstream LDAR,0.07999999821186066,3.8399999141693115
Yemen,Middle East,Onshore conventional oil,Early replacement of devices,1.340000033378601,3.8399999141693115
Yemen,Middle East,Onshore conventional gas,Early replacement of devices,0.009999999776482582,3.8399999141693115
Syria,Middle East,Onshore conventional oil,Replace with electric motor,33.459999084472656,3.880000114440918
Sudan,Africa,Onshore conventional oil,Replace with electric motor,18.299999237060547,3.890000104904175
South Sudan,Africa,Onshore conventional oil,Replace with electric motor,24.920000076293945,3.890000104904175
Ghana,Africa,Unconventional oil,Replace with electric motor,1.1299999952316284,3.890000104904175
Ghana,Africa,Onshore conventional oil,Replace with electric motor,1.1299999952316284,3.890000104904175
Libya,Africa,Onshore conventional oil,Replace with electric motor,396.0299987792969,3.890000104904175
Liberia,Africa,Offshore oil,Early replacement of devices,0.09000000357627869,3.9000000953674316
Ecuador,Central and South America,Onshore conventional oil,Replace with electric motor,77.5999984741211,3.9000000953674316
United Kingdom,Europe,Offshore gas,Upstream LDAR,1.649999976158142,3.9600000381469727
United Kingdom,Europe,Offshore oil,Upstream LDAR,0.6100000143051147,3.9600000381469727
Italy,Europe,Offshore oil,Upstream LDAR,0.009999999776482582,3.9700000286102295
Italy,Europe,Offshore gas,Upstream LDAR,0.20000000298023224,3.9700000286102295
Romania,Europe,Offshore oil,Upstream LDAR,0.009999999776482582,4.03000020980835
Romania,Europe,Offshore gas,Upstream LDAR,0.15000000596046448,4.03000020980835
Other EU17 countries,Europe,Offshore gas,Upstream LDAR,0.05000000074505806,4.03000020980835
Other EU7 countries,Europe,Offshore gas,Upstream LDAR,0.17000000178813934,4.03000020980835
Tunisia,Africa,Onshore conventional oil,Replace with electric motor,5.360000133514404,4.050000190734863
Syria,Middle East,Onshore conventional gas,Early replacement of devices,0.1599999964237213,4.079999923706055
Syria,Middle East,Onshore conventional oil,Early replacement of devices,2.2899999618530273,4.079999923706055
South Sudan,Africa,Onshore conventional oil,Early replacement of devices,1.7000000476837158,4.079999923706055
Sudan,Africa,Onshore conventional oil,Early replacement of devices,1.25,4.079999923706055
Ghana,Africa,Onshore conventional oil,Early replacement of devices,0.07999999821186066,4.079999923706055
Ghana,Africa,Unconventional oil,Early replacement of devices,0.07999999821186066,4.079999923706055
Ghana,Africa,Offshore gas,Early replacement of devices,0.07999999821186066,4.079999923706055
Libya,Africa,Onshore conventional oil,Early replacement of devices,27.06999969482422,4.079999923706055
Libya,Africa,Onshore conventional gas,Early replacement of devices,1.7799999713897705,4.079999923706055
Other countries in Europe,Europe,Downstream gas,Downstream LDAR,4.039999961853027,4.139999866485596
Other countries in Europe,Europe,Downstream oil,Downstream LDAR,0.009999999776482582,4.139999866485596
Australia,Asia Pacific,Onshore conventional oil,Replace with electric motor,4.559999942779541,4.150000095367432
Slovenia,Europe,Offshore gas,Install flares,0.20999999344348907,4.179999828338623
United States,North America,Unconventional oil,Other,20.459999084472656,4.210000038146973
Angola,Africa,Onshore conventional gas,Vapour recovery units,0.15000000596046448,4.21999979019165
Angola,Africa,Onshore conventional oil,Vapour recovery units,0.23000000417232513,4.21999979019165
Angola,Africa,Downstream oil,Vapour recovery units,0.019999999552965164,4.21999979019165
Angola,Africa,Downstream gas,Vapour recovery units,0.009999999776482582,4.21999979019165
Norway,Europe,Offshore oil,Upstream LDAR,0.14000000059604645,4.230000019073486
Norway,Europe,Offshore gas,Upstream LDAR,0.7099999785423279,4.230000019073486
Peru,Central and South America,Onshore conventional oil,Replace with electric motor,8.149999618530273,4.230000019073486
Mexico,North America,Onshore conventional oil,Vapour recovery units,3.609999895095825,4.25
Mexico,North America,Onshore conventional gas,Vapour recovery units,0.6000000238418579,4.25
Mexico,North America,Downstream gas,Vapour recovery units,0.4099999964237213,4.25
Mexico,North America,Downstream oil,Vapour recovery units,0.1899999976158142,4.25
Mexico,North America,Unconventional gas,Vapour recovery units,0.009999999776482582,4.25
Bahrain,Middle East,Onshore conventional oil,Replace with electric motor,19.850000381469727,4.289999961853027
United States,North America,Downstream oil,Downstream LDAR,1.9500000476837158,4.300000190734863
United States,North America,Downstream gas,Downstream LDAR,679.739990234375,4.300000190734863
Trinidad and Tobago,Central and South America,Onshore conventional gas,Early replacement of devices,0.09000000357627869,4.340000152587891
Trinidad and Tobago,Central and South America,Onshore conventional oil,Early replacement of devices,0.25,4.340000152587891
Bangladesh,Asia Pacific,Onshore conventional oil,Replace with electric motor,0.8199999928474426,4.360000133514404
Tunisia,Africa,Onshore conventional gas,Early replacement of devices,0.10000000149011612,4.389999866485596
Tunisia,Africa,Onshore conventional oil,Early replacement of devices,0.3700000047683716,4.389999866485596
Russia,Russia & Caspian,Onshore conventional oil,Replace with electric motor,1567.56005859375,4.409999847412109
Venezuela,Central and South America,Onshore conventional oil,Replace with electric motor,391.8500061035156,4.409999847412109
Colombia,Central and South America,Onshore conventional oil,Replace with electric motor,73.86000061035156,4.420000076293945
Canada,North America,Offshore gas,Upstream LDAR,0.019999999552965164,4.440000057220459
United States,North America,Unconventional gas,Early replacement of devices,82.7699966430664,4.46999979019165
United States,North America,Unconventional oil,Early replacement of devices,53.75,4.46999979019165
United States,North America,Onshore conventional oil,Early replacement of devices,30.239999771118164,4.46999979019165
United States,North America,Onshore conventional gas,Early replacement of devices,6.159999847412109,4.46999979019165
Argentina,Central and South America,Unconventional oil,Replace with electric motor,46.93000030517578,4.5
Argentina,Central and South America,Onshore conventional oil,Replace with electric motor,72.27999877929688,4.5
Italy,Europe,Onshore conventional oil,Replace with electric motor,6.269999980926514,4.619999885559082
United Kingdom,Europe,Onshore conventional oil,Replace with electric motor,0.8100000023841858,4.619999885559082
Romania,Europe,Onshore conventional oil,Replace with electric motor,6.210000038146973,4.630000114440918
Other EU7 countries,Europe,Onshore conventional oil,Replace with electric motor,2.859999895095825,4.630000114440918
Other EU17 countries,Europe,Onshore conventional oil,Replace with electric motor,1.309999942779541,4.630000114440918
Canada,North America,Unconventional gas,Vapour recovery units,6.570000171661377,4.679999828338623
Canada,North America,Onshore conventional oil,Vapour recovery units,20.3799991607666,4.679999828338623
Canada,North America,Onshore conventional gas,Vapour recovery units,1.559999942779541,4.679999828338623
Canada,North America,Downstream gas,Vapour recovery units,0.3799999952316284,4.679999828338623
Canada,North America,Unconventional oil,Vapour recovery units,2.119999885559082,4.679999828338623
Canada,North America,Downstream oil,Vapour recovery units,0.15000000596046448,4.679999828338623
Bolivia,Central and South America,Onshore conventional oil,Replace with electric motor,7.269999980926514,4.699999809265137
Canada,North America,Onshore conventional gas,Early replacement of devices,3.049999952316284,4.730000019073486
Canada,North America,Onshore conventional oil,Early replacement of devices,19.549999237060547,4.730000019073486
Canada,North America,Unconventional gas,Early replacement of devices,12.869999885559082,4.730000019073486
Canada,North America,Unconventional oil,Early replacement of devices,2.0299999713897705,4.730000019073486
Mexico,North America,Onshore conventional oil,Replace with electric motor,50.58000183105469,4.730000019073486
Nigeria,Africa,Onshore conventional oil,Replace with electric motor,155.7899932861328,4.760000228881836
Canada,North America,Onshore conventional oil,Upstream LDAR,5.989999771118164,4.800000190734863
Canada,North America,Onshore conventional gas,Upstream LDAR,6.670000076293945,4.800000190734863
Canada,North America,Unconventional gas,Upstream LDAR,28.110000610351562,4.800000190734863
Canada,North America,Unconventional oil,Upstream LDAR,0.6200000047683716,4.800000190734863
Bahrain,Middle East,Onshore conventional oil,Early replacement of devices,1.3600000143051147,4.840000152587891
Bahrain,Middle East,Onshore conventional gas,Early replacement of devices,1.2999999523162842,4.840000152587891
Pakistan,Asia Pacific,Onshore conventional oil,Replace with electric motor,21.31999969482422,4.869999885559082
Netherlands,Europe,Onshore conventional oil,Replace with electric motor,0.029999999329447746,4.909999847412109
Estonia,Europe,Downstream gas,Downstream LDAR,0.05000000074505806,4.929999828338623
United States,North America,Onshore conventional oil,Vapour recovery units,31.530000686645508,4.929999828338623
United States,North America,Unconventional oil,Vapour recovery units,56.029998779296875,4.929999828338623
United States,North America,Downstream oil,Vapour recovery units,2.2200000286102295,4.929999828338623
United States,North America,Onshore conventional gas,Vapour recovery units,3.1500000953674316,4.929999828338623
United States,North America,Downstream gas,Vapour recovery units,4.78000020980835,4.929999828338623
United States,North America,Unconventional gas,Vapour recovery units,42.290000915527344,4.929999828338623
France,Europe,Onshore conventional oil,Replace with electric motor,1.100000023841858,4.96999979019165
Canada,North America,Unconventional oil,Replace with electric motor,29.760000228881836,5.070000171661377
Canada,North America,Onshore conventional oil,Replace with electric motor,285.92999267578125,5.070000171661377
Trinidad and Tobago,Central and South America,Onshore conventional oil,Replace with electric motor,3.5999999046325684,5.110000133514404
United Kingdom,Europe,Downstream gas,Downstream LDAR,8.680000305175781,5.170000076293945
United Kingdom,Europe,Downstream oil,Downstream LDAR,0.019999999552965164,5.170000076293945
Italy,Europe,Downstream oil,Downstream LDAR,0.03999999910593033,5.179999828338623
Italy,Europe,Downstream gas,Downstream LDAR,18.389999389648438,5.179999828338623
Australia,Asia Pacific,Offshore gas,Upstream LDAR,7.639999866485596,5.210000038146973
Australia,Asia Pacific,Offshore oil,Upstream LDAR,0.3700000047683716,5.210000038146973
Romania,Europe,Downstream oil,Downstream LDAR,0.009999999776482582,5.239999771118164
Romania,Europe,Downstream gas,Downstream LDAR,3.2300000190734863,5.239999771118164
Slovenia,Europe,Downstream gas,Downstream LDAR,0.7900000214576721,5.239999771118164
Slovenia,Europe,Downstream oil,Downstream LDAR,0.029999999329447746,5.239999771118164
Other EU17 countries,Europe,Downstream oil,Downstream LDAR,0.009999999776482582,5.239999771118164
Other EU17 countries,Europe,Downstream gas,Downstream LDAR,1.4900000095367432,5.239999771118164
Other EU7 countries,Europe,Downstream gas,Downstream LDAR,22.190000534057617,5.239999771118164
Other EU7 countries,Europe,Downstream oil,Downstream LDAR,0.10000000149011612,5.239999771118164
Germany,Europe,Onshore conventional oil,Replace with electric motor,1.2799999713897705,5.25
New Zealand,Asia Pacific,Downstream gas,Downstream LDAR,0.6899999976158142,5.25
Netherlands,Europe,Offshore gas,Upstream LDAR,0.03999999910593033,5.320000171661377
United States,North America,Unconventional oil,Replace with electric motor,786.1900024414062,5.329999923706055
United States,North America,Onshore conventional oil,Replace with electric motor,442.3500061035156,5.329999923706055
Angola,Africa,Onshore conventional oil,Replace with electric motor,3.190000057220459,5.389999866485596
Azerbaijan,Russia & Caspian,Downstream gas,Downstream LDAR,2.200000047683716,5.400000095367432
Kazakhstan,Russia & Caspian,Downstream oil,Downstream LDAR,0.019999999552965164,5.400000095367432
Kazakhstan,Russia & Caspian,Downstream gas,Downstream LDAR,4.880000114440918,5.400000095367432
Turkmenistan,Russia & Caspian,Downstream gas,Downstream LDAR,29.40999984741211,5.400000095367432
Turkmenistan,Russia & Caspian,Downstream oil,Downstream LDAR,0.019999999552965164,5.400000095367432
Uzbekistan,Russia & Caspian,Downstream gas,Downstream LDAR,16.799999237060547,5.400000095367432
Iraq,Middle East,Satellite - downstream,Downstream LDAR,0.23999999463558197,5.409999847412109
Israel,Europe,Downstream gas,Downstream LDAR,1.340000033378601,5.519999980926514
Ghana,Africa,Offshore oil,Replace with electric motor,0.05000000074505806,5.539999961853027
Bolivia,Central and South America,Downstream gas,Downstream LDAR,1.440000057220459,5.539999961853027
Argentina,Central and South America,Downstream gas,Downstream LDAR,14.520000457763672,5.539999961853027
Argentina,Central and South America,Downstream oil,Downstream LDAR,0.029999999329447746,5.539999961853027
Colombia,Central and South America,Downstream oil,Downstream LDAR,0.009999999776482582,5.539999961853027
Colombia,Central and South America,Downstream gas,Downstream LDAR,3.009999990463257,5.539999961853027
Ecuador,Central and South America,Downstream oil,Downstream LDAR,0.009999999776482582,5.539999961853027
Ecuador,Central and South America,Downstream gas,Downstream LDAR,0.18000000715255737,5.539999961853027
Cuba,Central and South America,Downstream gas,Downstream LDAR,0.27000001072883606,5.539999961853027
Cuba,Central and South America,Downstream oil,Downstream LDAR,0.009999999776482582,5.539999961853027
Venezuela,Central and South America,Downstream oil,Downstream LDAR,0.03999999910593033,5.539999961853027
Venezuela,Central and South America,Downstream gas,Downstream LDAR,10.449999809265137,5.539999961853027
Peru,Central and South America,Downstream gas,Downstream LDAR,1.3799999952316284,5.539999961853027
Peru,Central and South America,Downstream oil,Downstream LDAR,0.009999999776482582,5.539999961853027
Trinidad and Tobago,Central and South America,Downstream gas,Downstream LDAR,3.450000047683716,5.539999961853027
Poland,Europe,Onshore conventional oil,Install flares,0.019999999552965164,5.639999866485596
Ukraine,Europe,Onshore conventional oil,Install flares,0.14000000059604645,5.639999866485596
United Kingdom,Europe,Onshore conventional oil,Install flares,0.009999999776482582,5.650000095367432
United States,North America,Onshore conventional oil,Install flares,6.710000038146973,5.650000095367432
Other EU7 countries,Europe,Onshore conventional oil,Install flares,0.03999999910593033,5.650000095367432
Other EU17 countries,Europe,Onshore conventional oil,Install flares,0.019999999552965164,5.650000095367432
Romania,Europe,Onshore conventional oil,Install flares,0.09000000357627869,5.650000095367432
Democratic Republic of Congo,Africa,Offshore gas,Vapour recovery units,0.25,5.650000095367432
Democratic Republic of Congo,Africa,Onshore conventional oil,Vapour recovery units,0.25,5.650000095367432
Democratic Republic of Congo,Africa,Unconventional oil,Vapour recovery units,0.25,5.650000095367432
France,Europe,Onshore conventional oil,Install flares,0.019999999552965164,5.650000095367432
Canada,North America,Onshore conventional oil,Install flares,4.340000152587891,5.650000095367432
Germany,Europe,Onshore conventional oil,Install flares,0.019999999552965164,5.650000095367432
Italy,Europe,Onshore conventional oil,Install flares,0.10000000149011612,5.650000095367432
Nigeria,Africa,Onshore conventional gas,Early replacement of devices,3.809999942779541,5.690000057220459
Nigeria,Africa,Onshore conventional oil,Early replacement of devices,10.649999618530273,5.690000057220459
Russia,Russia & Caspian,Offshore gas,Upstream LDAR,3.6600000858306885,5.690000057220459
Russia,Russia & Caspian,Offshore oil,Upstream LDAR,1.600000023841858,5.690000057220459
United States,North America,Offshore gas,Upstream LDAR,4.460000038146973,5.710000038146973
United States,North America,Offshore oil,Upstream LDAR,3.3399999141693115,5.710000038146973
United Arab Emirates,Middle East,Downstream oil,Downstream LDAR,0.009999999776482582,5.730000019073486
United Arab Emirates,Middle East,Downstream gas,Downstream LDAR,8.329999923706055,5.730000019073486
Yemen,Middle East,Downstream gas,Downstream LDAR,0.07999999821186066,5.730000019073486
Saudi Arabia,Middle East,Downstream gas,Downstream LDAR,12.460000038146973,5.730000019073486
Saudi Arabia,Middle East,Downstream oil,Downstream LDAR,0.05000000074505806,5.730000019073486
Syria,Middle East,Downstream gas,Downstream LDAR,1.159999966621399,5.730000019073486
Syria,Middle East,Downstream oil,Downstream LDAR,0.009999999776482582,5.730000019073486
Oman,Middle East,Downstream gas,Downstream LDAR,3.759999990463257,5.730000019073486
Qatar,Middle East,Downstream gas,Downstream LDAR,5.170000076293945,5.730000019073486
Lebanon,Middle East,Downstream gas,Downstream LDAR,5.860000133514404,5.730000019073486
Lebanon,Middle East,Downstream oil,Downstream LDAR,0.03999999910593033,5.730000019073486
Kuwait,Middle East,Downstream oil,Downstream LDAR,0.009999999776482582,5.730000019073486
Kuwait,Middle East,Downstream gas,Downstream LDAR,3.490000009536743,5.730000019073486
Iraq,Middle East,Downstream gas,Downstream LDAR,1.6699999570846558,5.730000019073486
Iraq,Middle East,Downstream oil,Downstream LDAR,0.019999999552965164,5.730000019073486
Iran,Middle East,Downstream gas,Downstream LDAR,43.43000030517578,5.730000019073486
Iran,Middle East,Downstream oil,Downstream LDAR,0.05000000074505806,5.730000019073486
Bahrain,Middle East,Downstream gas,Downstream LDAR,2.0199999809265137,5.730000019073486
Mexico,North America,Downstream oil,Downstream LDAR,0.03999999910593033,5.739999771118164
Mexico,North America,Downstream gas,Downstream LDAR,14.40999984741211,5.739999771118164
Canada,North America,Unconventional oil,Install flares,0.4300000071525574,5.860000133514404
United States,North America,Unconventional oil,Install flares,11.479999542236328,5.860000133514404
Russia,Russia & Caspian,Onshore conventional oil,Other,31.75,5.900000095367432
Democratic Republic of Congo,Africa,Offshore oil,Other,0.7900000214576721,6.019999980926514
Kuwait,Middle East,Onshore conventional gas,Vapour recovery units,0.5,6.110000133514404
Kuwait,Middle East,Onshore conventional oil,Vapour recovery units,15.5,6.110000133514404
Kuwait,Middle East,Downstream oil,Vapour recovery units,0.03999999910593033,6.110000133514404
Kuwait,Middle East,Downstream gas,Vapour recovery units,0.10000000149011612,6.110000133514404
United States,North America,Onshore conventional gas,Upstream LDAR,13.470000267028809,6.110000133514404
United States,North America,Onshore conventional oil,Upstream LDAR,9.260000228881836,6.110000133514404
United States,North America,Unconventional oil,Upstream LDAR,16.489999771118164,6.110000133514404
United States,North America,Unconventional gas,Upstream LDAR,184.8000030517578,6.110000133514404
United Arab Emirates,Middle East,Onshore conventional oil,Install flares,2.5999999046325684,6.210000038146973
Yemen,Middle East,Onshore conventional oil,Install flares,0.30000001192092896,6.210000038146973
Uzbekistan,Russia & Caspian,Onshore conventional oil,Install flares,0.41999998688697815,6.210000038146973
Russia,Russia & Caspian,Onshore conventional oil,Install flares,23.780000686645508,6.210000038146973
Saudi Arabia,Middle East,Onshore conventional oil,Install flares,7.949999809265137,6.210000038146973
Syria,Middle East,Onshore conventional oil,Install flares,0.5099999904632568,6.210000038146973
Thailand,Asia Pacific,Onshore conventional oil,Install flares,0.07999999821186066,6.210000038146973
Turkmenistan,Russia & Caspian,Onshore conventional oil,Install flares,1.8700000047683716,6.210000038146973
Qatar,Middle East,Onshore conventional oil,Install flares,0.28999999165534973,6.210000038146973
Other countries in Europe,Europe,Onshore conventional oil,Install flares,0.11999999731779099,6.210000038146973
Oman,Middle East,Onshore conventional oil,Install flares,1.7300000190734863,6.210000038146973
Kuwait,Middle East,Onshore conventional oil,Install flares,3.299999952316284,6.210000038146973
Kazakhstan,Russia & Caspian,Onshore conventional oil,Install flares,17.030000686645508,6.210000038146973
Mexico,North America,Onshore conventional oil,Install flares,0.7699999809265137,6.210000038146973
Malaysia,Asia Pacific,Onshore conventional oil,Install flares,0.009999999776482582,6.210000038146973
New Zealand,Asia Pacific,Onshore conventional oil,Install flares,0.009999999776482582,6.210000038146973
Other countries in Southeast Asia,Asia Pacific,Onshore conventional oil,Install flares,0.019999999552965164,6.210000038146973
Iraq,Middle East,Onshore conventional oil,Install flares,30.93000030517578,6.210000038146973
Iran,Middle East,Onshore conventional oil,Install flares,26.770000457763672,6.210000038146973
Japan,Asia Pacific,Onshore conventional oil,Install flares,0.009999999776482582,6.210000038146973
India,Asia Pacific,Onshore conventional oil,Install flares,0.800000011920929,6.210000038146973
China,Asia Pacific,Onshore conventional oil,Install flares,4.130000114440918,6.210000038146973
Bahrain,Middle East,Onshore conventional oil,Install flares,0.30000001192092896,6.210000038146973
Azerbaijan,Russia & Caspian,Onshore conventional oil,Install flares,0.15000000596046448,6.210000038146973
Brazil,Central and South America,Onshore conventional oil,Install flares,0.33000001311302185,6.210000038146973
Brunei,Asia Pacific,Onshore conventional oil,Install flares,0.009999999776482582,6.210000038146973
Australia,Asia Pacific,Onshore conventional oil,Install flares,0.07000000029802322,6.210000038146973
Algeria,Africa,Downstream oil,Downstream LDAR,0.009999999776482582,6.260000228881836
Algeria,Africa,Downstream gas,Downstream LDAR,12,6.260000228881836
Egypt,Africa,Downstream gas,Downstream LDAR,12.770000457763672,6.260000228881836
Egypt,Africa,Downstream oil,Downstream LDAR,0.019999999552965164,6.260000228881836
Libya,Africa,Downstream oil,Downstream LDAR,0.009999999776482582,6.260000228881836
Libya,Africa,Downstream gas,Downstream LDAR,2.6700000762939453,6.260000228881836
Tunisia,Africa,Downstream gas,Downstream LDAR,1.1200000047683716,6.260000228881836
Trinidad and Tobago,Central and South America,Downstream gas,Other,3.859999895095825,6.300000190734863
Peru,Central and South America,Downstream gas,Other,1.5499999523162842,6.300000190734863
Venezuela,Central and South America,Downstream gas,Other,12.010000228881836,6.300000190734863
Ecuador,Central and South America,Downstream gas,Other,0.20999999344348907,6.300000190734863
Colombia,Central and South America,Downstream gas,Other,3.4600000381469727,6.300000190734863
