The Energy Technology RD&D Budgets database and an overview of the database are available here: https://www.iea.org/data-and-statistics/data-product/energy-technology-rd-and-d-budget-database-2
If you have any question about the data please contact RDD@iea.org
Please note that your use of IEA data is subject to the Terms and Conditions found here: https://www.iea.org/terms
""
PRODUCT,COUNTRY,TIME,VALUE
RDD1000GDP,ITALY,1983,1.032
RDD1000GDP,ITALY,1984,1.320
RDD1000GDP,ITALY,1985,1.193
RDD1000GDP,ITALY,1986,1.096
RDD1000GDP,ITALY,1987,0.862
RDD1000GDP,ITALY,1988,0.864
RDD1000GDP,ITALY,1989,0.657
RDD1000GDP,ITALY,1990,0.570
RDD1000GDP,ITALY,1991,0.516
RDD1000GDP,ITALY,1993,0.268
RDD1000GDP,ITALY,1994,0.249
RDD1000GDP,ITALY,1995,0.247
RDD1000GDP,ITALY,1996,0.227
RDD1000GDP,ITALY,1997,0.203
RDD1000GDP,ITALY,1998,0.195
RDD1000GDP,ITALY,2000,0.212
RDD1000GDP,ITALY,2001,0.217
RDD1000GDP,ITALY,2002,0.222
RDD1000GDP,ITALY,2003,0.209
RDD1000GDP,ITALY,2004,0.196
RDD1000GDP,ITALY,2005,0.173
RDD1000GDP,ITALY,2006,0.234
RDD1000GDP,ITALY,2007,0.220
RDD1000GDP,ITALY,2008,0.231
RDD1000GDP,ITALY,2009,0.222
RDD1000GDP,ITALY,2010,0.290
RDD1000GDP,ITALY,2011,0.326
RDD1000GDP,ITALY,2012,0.345
RDD1000GDP,ITALY,2013,0.328
RDD1000GDP,ITALY,2014,0.342
RDD1000GDP,ITALY,2015,0.294
RDD1000GDP,ITALY,2016,0.251
RDD1000GDP,ITALY,2017,0.250
RDD1000GDP,ITALY,2018,0.256
RDD1000GDP,ITALY,2019,0.284
RDD1000GDP,ITALY,1974,..
RDD1000GDP,ITALY,1975,..
RDD1000GDP,ITALY,1976,..
RDD1000GDP,ITALY,1992,..
RDD1000GDP,ITALY,1999,..
RDD1000GDP,ITALY,2020,..
RDD1000GDP,ITALY,2021,..
RDD1000GDP,JAPAN,1974,0.550
RDD1000GDP,JAPAN,1975,0.644
RDD1000GDP,JAPAN,1976,0.666
RDD1000GDP,JAPAN,1977,0.718
RDD1000GDP,JAPAN,1978,0.771
RDD1000GDP,JAPAN,1979,0.862
RDD1000GDP,JAPAN,1980,1.184
RDD1000GDP,JAPAN,1981,1.208
RDD1000GDP,JAPAN,1982,1.173
RDD1000GDP,JAPAN,1983,1.140
RDD1000GDP,JAPAN,1984,1.091
RDD1000GDP,JAPAN,1985,1.092
RDD1000GDP,JAPAN,1986,1.089
RDD1000GDP,JAPAN,1987,0.902
RDD1000GDP,JAPAN,1988,0.689
RDD1000GDP,JAPAN,1989,0.873
RDD1000GDP,JAPAN,1990,0.794
RDD1000GDP,JAPAN,1991,0.777
RDD1000GDP,JAPAN,1992,0.778
RDD1000GDP,JAPAN,1993,0.801
RDD1000GDP,JAPAN,1994,0.849
RDD1000GDP,JAPAN,1995,0.854
RDD1000GDP,JAPAN,1996,0.857
RDD1000GDP,JAPAN,1997,0.805
RDD1000GDP,JAPAN,1998,0.824
RDD1000GDP,JAPAN,1999,0.820
RDD1000GDP,JAPAN,2000,0.815
RDD1000GDP,JAPAN,2001,0.815
RDD1000GDP,JAPAN,2002,0.985
RDD1000GDP,JAPAN,2003,0.887
RDD1000GDP,JAPAN,2004,0.809
RDD1000GDP,JAPAN,2005,0.796
RDD1000GDP,JAPAN,2006,0.787
RDD1000GDP,JAPAN,2007,0.750
RDD1000GDP,JAPAN,2008,0.762
RDD1000GDP,JAPAN,2009,0.752
RDD1000GDP,JAPAN,2010,0.699
RDD1000GDP,JAPAN,2011,0.754
RDD1000GDP,JAPAN,2012,0.771
RDD1000GDP,JAPAN,2013,0.588
RDD1000GDP,JAPAN,2014,0.667
RDD1000GDP,JAPAN,2015,0.552
RDD1000GDP,JAPAN,2016,0.513
RDD1000GDP,JAPAN,2017,0.481
RDD1000GDP,JAPAN,2018,0.573
RDD1000GDP,JAPAN,2019,0.561
RDD1000GDP,JAPAN,2020,0.586
RDD1000GDP,JAPAN,2021,0.576
RDD1000GDP,KOREA,2002,0.141
RDD1000GDP,KOREA,2004,0.403
RDD1000GDP,KOREA,2005,0.354
RDD1000GDP,KOREA,2006,0.443
RDD1000GDP,KOREA,2007,0.497
RDD1000GDP,KOREA,2008,0.391
RDD1000GDP,KOREA,2009,0.459
RDD1000GDP,KOREA,2010,0.469
RDD1000GDP,KOREA,2011,0.434
RDD1000GDP,KOREA,2012,0.481
RDD1000GDP,KOREA,2013,0.467
RDD1000GDP,KOREA,2014,0.432
RDD1000GDP,KOREA,2015,0.403
RDD1000GDP,KOREA,2016,0.370
RDD1000GDP,KOREA,2017,0.352
RDD1000GDP,KOREA,2018,0.340
RDD1000GDP,KOREA,2019,0.338
RDD1000GDP,KOREA,2020,0.384
RDD1000GDP,KOREA,2021,0.428
RDD1000GDP,KOREA,1974,..
RDD1000GDP,KOREA,1975,..
RDD1000GDP,KOREA,1976,..
RDD1000GDP,KOREA,1977,..
RDD1000GDP,KOREA,1978,..
RDD1000GDP,KOREA,1979,..
RDD1000GDP,KOREA,1980,..
RDD1000GDP,KOREA,1981,..
RDD1000GDP,KOREA,1982,..
RDD1000GDP,KOREA,1983,..
RDD1000GDP,KOREA,1984,..
RDD1000GDP,KOREA,1985,..
RDD1000GDP,KOREA,1986,..
RDD1000GDP,KOREA,1987,..
RDD1000GDP,KOREA,1988,..
RDD1000GDP,KOREA,1989,..
RDD1000GDP,KOREA,1990,..
RDD1000GDP,KOREA,1991,..
RDD1000GDP,KOREA,1992,..
RDD1000GDP,KOREA,1993,..
RDD1000GDP,KOREA,1994,..
RDD1000GDP,KOREA,1995,..
RDD1000GDP,KOREA,1996,..
RDD1000GDP,KOREA,1997,..
RDD1000GDP,KOREA,1998,..
RDD1000GDP,KOREA,1999,..
RDD1000GDP,KOREA,2000,..
RDD1000GDP,KOREA,2001,..
RDD1000GDP,KOREA,2003,..
RDD1000GDP,LITHUANIA,2019,0.207
RDD1000GDP,LITHUANIA,2020,0.220
RDD1000GDP,LITHUANIA,2021,0.175
RDD1000GDP,LITHUANIA,1974,..
RDD1000GDP,LITHUANIA,1975,..
RDD1000GDP,LITHUANIA,1976,..
RDD1000GDP,LITHUANIA,1977,..
RDD1000GDP,LITHUANIA,1978,..
RDD1000GDP,LITHUANIA,1979,..
RDD1000GDP,LITHUANIA,1980,..
RDD1000GDP,LITHUANIA,1981,..
RDD1000GDP,LITHUANIA,1982,..
RDD1000GDP,LITHUANIA,1983,..
RDD1000GDP,LITHUANIA,1984,..
RDD1000GDP,LITHUANIA,1985,..
RDD1000GDP,LITHUANIA,1986,..
RDD1000GDP,LITHUANIA,1987,..
RDD1000GDP,LITHUANIA,1988,..
RDD1000GDP,LITHUANIA,1989,..
RDD1000GDP,LITHUANIA,1990,..
RDD1000GDP,LITHUANIA,1991,..
RDD1000GDP,LITHUANIA,1992,..
RDD1000GDP,LITHUANIA,1993,..
RDD1000GDP,LITHUANIA,1994,..
RDD1000GDP,LITHUANIA,1995,..
RDD1000GDP,LITHUANIA,1996,..
RDD1000GDP,LITHUANIA,1997,..
RDD1000GDP,LITHUANIA,1998,..
RDD1000GDP,LITHUANIA,1999,..
RDD1000GDP,LITHUANIA,2000,..
RDD1000GDP,LITHUANIA,2001,..
RDD1000GDP,LITHUANIA,2002,..
RDD1000GDP,LITHUANIA,2003,..
RDD1000GDP,LITHUANIA,2004,..
RDD1000GDP,LITHUANIA,2005,..
RDD1000GDP,LITHUANIA,2006,..
RDD1000GDP,LITHUANIA,2007,..
RDD1000GDP,LITHUANIA,2008,..
RDD1000GDP,LITHUANIA,2009,..
RDD1000GDP,LITHUANIA,2010,..
RDD1000GDP,LITHUANIA,2011,..
RDD1000GDP,LITHUANIA,2012,..
RDD1000GDP,LITHUANIA,2013,..
RDD1000GDP,LITHUANIA,2014,..
RDD1000GDP,LITHUANIA,2015,..
RDD1000GDP,LITHUANIA,2016,..
RDD1000GDP,LITHUANIA,2017,..
RDD1000GDP,LITHUANIA,2018,..
RDD1000GDP,LUXEMBOU,2011,0.556
RDD1000GDP,LUXEMBOU,2012,1.535
RDD1000GDP,LUXEMBOU,1974,..
RDD1000GDP,LUXEMBOU,1975,..
RDD1000GDP,LUXEMBOU,1976,..
RDD1000GDP,LUXEMBOU,1977,..
RDD1000GDP,LUXEMBOU,1978,..
RDD1000GDP,LUXEMBOU,1979,..
RDD1000GDP,LUXEMBOU,1980,..
RDD1000GDP,LUXEMBOU,1981,..
RDD1000GDP,LUXEMBOU,1982,..
RDD1000GDP,LUXEMBOU,1983,..
RDD1000GDP,LUXEMBOU,1984,..
RDD1000GDP,LUXEMBOU,1985,..
RDD1000GDP,LUXEMBOU,1986,..
RDD1000GDP,LUXEMBOU,1987,..
RDD1000GDP,LUXEMBOU,1988,..
RDD1000GDP,LUXEMBOU,1989,..
RDD1000GDP,LUXEMBOU,1990,..
RDD1000GDP,LUXEMBOU,1991,..
RDD1000GDP,LUXEMBOU,1992,..
RDD1000GDP,LUXEMBOU,1993,..
RDD1000GDP,LUXEMBOU,1994,..
RDD1000GDP,LUXEMBOU,1995,..
RDD1000GDP,LUXEMBOU,1996,..
RDD1000GDP,LUXEMBOU,1997,..
RDD1000GDP,LUXEMBOU,1998,..
RDD1000GDP,LUXEMBOU,1999,..
RDD1000GDP,LUXEMBOU,2000,..
RDD1000GDP,LUXEMBOU,2001,..
RDD1000GDP,LUXEMBOU,2002,..
RDD1000GDP,LUXEMBOU,2003,..
RDD1000GDP,LUXEMBOU,2004,..
RDD1000GDP,LUXEMBOU,2005,..
RDD1000GDP,LUXEMBOU,2006,..
RDD1000GDP,LUXEMBOU,2007,..
RDD1000GDP,LUXEMBOU,2008,..
RDD1000GDP,LUXEMBOU,2009,..
RDD1000GDP,LUXEMBOU,2010,..
RDD1000GDP,LUXEMBOU,2013,..
RDD1000GDP,LUXEMBOU,2014,..
RDD1000GDP,LUXEMBOU,2015,..
RDD1000GDP,LUXEMBOU,2016,..
RDD1000GDP,LUXEMBOU,2017,..
RDD1000GDP,LUXEMBOU,2018,..
RDD1000GDP,LUXEMBOU,2019,..
RDD1000GDP,LUXEMBOU,2020,..
RDD1000GDP,LUXEMBOU,2021,..
RDD1000GDP,MEXICO,2013,0.203
RDD1000GDP,MEXICO,2014,0.160
RDD1000GDP,MEXICO,2015,0.093
RDD1000GDP,MEXICO,2016,0.138
RDD1000GDP,MEXICO,2017,0.141
RDD1000GDP,MEXICO,2018,0.124
RDD1000GDP,MEXICO,2019,0.038
RDD1000GDP,MEXICO,2020,0.034
RDD1000GDP,MEXICO,2021,0.015
RDD1000GDP,MEXICO,1974,..
RDD1000GDP,MEXICO,1975,..
RDD1000GDP,MEXICO,1976,..
RDD1000GDP,MEXICO,1977,..
RDD1000GDP,MEXICO,1978,..
RDD1000GDP,MEXICO,1979,..
RDD1000GDP,MEXICO,1980,..
RDD1000GDP,MEXICO,1981,..
RDD1000GDP,MEXICO,1982,..
RDD1000GDP,MEXICO,1983,..
RDD1000GDP,MEXICO,1984,..
RDD1000GDP,MEXICO,1985,..
RDD1000GDP,MEXICO,1986,..
RDD1000GDP,MEXICO,1987,..
RDD1000GDP,MEXICO,1988,..
RDD1000GDP,MEXICO,1989,..
RDD1000GDP,MEXICO,1990,..
RDD1000GDP,MEXICO,1991,..
RDD1000GDP,MEXICO,1992,..
RDD1000GDP,MEXICO,1993,..
RDD1000GDP,MEXICO,1994,..
RDD1000GDP,MEXICO,1995,..
RDD1000GDP,MEXICO,1996,..
RDD1000GDP,MEXICO,1997,..
RDD1000GDP,MEXICO,1998,..
RDD1000GDP,MEXICO,1999,..
RDD1000GDP,MEXICO,2000,..
RDD1000GDP,MEXICO,2001,..
RDD1000GDP,MEXICO,2002,..
RDD1000GDP,MEXICO,2003,..
RDD1000GDP,MEXICO,2004,..
RDD1000GDP,MEXICO,2005,..
RDD1000GDP,MEXICO,2006,..
RDD1000GDP,MEXICO,2007,..
RDD1000GDP,MEXICO,2008,..
RDD1000GDP,MEXICO,2009,..
RDD1000GDP,MEXICO,2010,..
RDD1000GDP,MEXICO,2011,..
RDD1000GDP,MEXICO,2012,..
RDD1000GDP,NETHLAND,1974,0.488
RDD1000GDP,NETHLAND,1975,0.586
RDD1000GDP,NETHLAND,1976,0.808
RDD1000GDP,NETHLAND,1977,0.811
RDD1000GDP,NETHLAND,1978,0.798
RDD1000GDP,NETHLAND,1979,0.829
RDD1000GDP,NETHLAND,1980,0.824
RDD1000GDP,NETHLAND,1981,0.863
RDD1000GDP,NETHLAND,1982,0.689
RDD1000GDP,NETHLAND,1983,0.667
RDD1000GDP,NETHLAND,1984,0.576
RDD1000GDP,NETHLAND,1985,0.796
RDD1000GDP,NETHLAND,1986,0.567
RDD1000GDP,NETHLAND,1987,0.542
RDD1000GDP,NETHLAND,1988,0.471
RDD1000GDP,NETHLAND,1989,0.507
RDD1000GDP,NETHLAND,1990,0.521
RDD1000GDP,NETHLAND,1991,0.493
RDD1000GDP,NETHLAND,1992,0.466
RDD1000GDP,NETHLAND,1993,0.512
RDD1000GDP,NETHLAND,1994,0.526
RDD1000GDP,NETHLAND,1995,0.368
RDD1000GDP,NETHLAND,1996,0.369
RDD1000GDP,NETHLAND,1997,0.396
RDD1000GDP,NETHLAND,1998,0.355
RDD1000GDP,NETHLAND,1999,0.335
RDD1000GDP,NETHLAND,2000,0.280
RDD1000GDP,NETHLAND,2001,0.330
RDD1000GDP,NETHLAND,2002,0.280
RDD1000GDP,NETHLAND,2003,0.250
RDD1000GDP,NETHLAND,2005,0.219
RDD1000GDP,NETHLAND,2006,0.228
RDD1000GDP,NETHLAND,2007,0.336
RDD1000GDP,NETHLAND,2008,0.228
RDD1000GDP,NETHLAND,2009,0.332
RDD1000GDP,NETHLAND,2010,0.548
RDD1000GDP,NETHLAND,2011,0.232
RDD1000GDP,NETHLAND,2012,0.302
RDD1000GDP,NETHLAND,2013,0.281
RDD1000GDP,NETHLAND,2014,0.228
RDD1000GDP,NETHLAND,2015,0.268
RDD1000GDP,NETHLAND,2016,0.243
RDD1000GDP,NETHLAND,2017,0.270
RDD1000GDP,NETHLAND,2018,0.305
RDD1000GDP,NETHLAND,2019,0.352
RDD1000GDP,NETHLAND,2020,0.371
RDD1000GDP,NETHLAND,2021,0.419
RDD1000GDP,NETHLAND,2004,..
RDD1000GDP,NZ,1975,0.214
RDD1000GDP,NZ,1976,0.211
RDD1000GDP,NZ,1977,0.207
RDD1000GDP,NZ,1978,0.287
RDD1000GDP,NZ,1979,0.348
RDD1000GDP,NZ,1980,0.584
RDD1000GDP,NZ,1981,0.495
RDD1000GDP,NZ,1982,0.435
RDD1000GDP,NZ,1983,0.393
RDD1000GDP,NZ,1984,0.435
RDD1000GDP,NZ,1985,0.392
RDD1000GDP,NZ,1986,0.208
RDD1000GDP,NZ,1987,0.069
RDD1000GDP,NZ,1990,0.026
RDD1000GDP,NZ,1991,0.026
RDD1000GDP,NZ,1993,0.056
RDD1000GDP,NZ,1994,0.043
RDD1000GDP,NZ,1995,0.046
RDD1000GDP,NZ,1996,0.053
RDD1000GDP,NZ,1997,0.049
RDD1000GDP,NZ,1998,0.060
RDD1000GDP,NZ,1999,0.055
RDD1000GDP,NZ,2000,0.054
RDD1000GDP,NZ,2001,0.071
RDD1000GDP,NZ,2002,0.075
RDD1000GDP,NZ,2003,0.082
RDD1000GDP,NZ,2004,0.088
RDD1000GDP,NZ,2005,0.083
RDD1000GDP,NZ,2006,0.099
RDD1000GDP,NZ,2007,0.118
RDD1000GDP,NZ,2008,0.177
RDD1000GDP,NZ,2009,0.174
RDD1000GDP,NZ,2010,0.165
RDD1000GDP,NZ,2011,0.120
RDD1000GDP,NZ,2012,0.098
RDD1000GDP,NZ,2013,0.094
RDD1000GDP,NZ,2014,0.092
RDD1000GDP,NZ,2015,0.087
RDD1000GDP,NZ,2016,0.057
RDD1000GDP,NZ,2017,0.112
RDD1000GDP,NZ,2018,0.100
RDD1000GDP,NZ,2019,0.111
RDD1000GDP,NZ,2020,0.090
RDD1000GDP,NZ,1974,..
RDD1000GDP,NZ,1988,..
RDD1000GDP,NZ,1989,..
RDD1000GDP,NZ,1992,..
RDD1000GDP,NZ,2021,..
RDD1000GDP,NORWAY,1974,0.154
RDD1000GDP,NORWAY,1975,0.093
RDD1000GDP,NORWAY,1976,0.092
RDD1000GDP,NORWAY,1977,0.103
RDD1000GDP,NORWAY,1978,0.650
RDD1000GDP,NORWAY,1979,0.698
RDD1000GDP,NORWAY,1980,0.624
RDD1000GDP,NORWAY,1981,0.533
RDD1000GDP,NORWAY,1982,0.475
RDD1000GDP,NORWAY,1983,0.385
RDD1000GDP,NORWAY,1984,0.347
RDD1000GDP,NORWAY,1985,0.330
RDD1000GDP,NORWAY,1986,0.368
RDD1000GDP,NORWAY,1987,0.357
RDD1000GDP,NORWAY,1988,0.368
RDD1000GDP,NORWAY,1989,0.443
RDD1000GDP,NORWAY,1990,0.432
RDD1000GDP,NORWAY,1991,0.466
RDD1000GDP,NORWAY,1992,0.482
RDD1000GDP,NORWAY,1993,0.428
RDD1000GDP,NORWAY,1994,0.396
RDD1000GDP,NORWAY,1995,0.316
RDD1000GDP,NORWAY,1996,0.273
RDD1000GDP,NORWAY,1997,0.247
RDD1000GDP,NORWAY,1998,0.238
RDD1000GDP,NORWAY,1999,0.294
RDD1000GDP,NORWAY,2000,0.245
RDD1000GDP,NORWAY,2001,0.246
RDD1000GDP,NORWAY,2002,0.252
RDD1000GDP,NORWAY,2003,0.237
RDD1000GDP,NORWAY,2004,0.266
RDD1000GDP,NORWAY,2005,0.278
RDD1000GDP,NORWAY,2006,0.311
RDD1000GDP,NORWAY,2007,0.346
RDD1000GDP,NORWAY,2008,0.302
RDD1000GDP,NORWAY,2009,1.035
RDD1000GDP,NORWAY,2010,1.404
RDD1000GDP,NORWAY,2011,1.165
RDD1000GDP,NORWAY,2012,0.996
RDD1000GDP,NORWAY,2013,0.833
RDD1000GDP,NORWAY,2014,1.224
RDD1000GDP,NORWAY,2015,1.125
RDD1000GDP,NORWAY,2016,0.956
RDD1000GDP,NORWAY,2017,0.976
RDD1000GDP,NORWAY,2018,0.852
RDD1000GDP,NORWAY,2019,1.688
RDD1000GDP,NORWAY,2020,1.057
RDD1000GDP,NORWAY,2021,1.174
RDD1000GDP,POLAND,2008,0.010
RDD1000GDP,POLAND,2009,0.265
RDD1000GDP,POLAND,2010,0.355
RDD1000GDP,POLAND,2011,0.388
RDD1000GDP,POLAND,2012,0.254
RDD1000GDP,POLAND,2013,0.265
RDD1000GDP,POLAND,2014,0.232
RDD1000GDP,POLAND,2015,0.186
RDD1000GDP,POLAND,2016,0.103
RDD1000GDP,POLAND,2017,0.101
RDD1000GDP,POLAND,2018,0.094
RDD1000GDP,POLAND,2019,0.104
RDD1000GDP,POLAND,2020,0.150
RDD1000GDP,POLAND,2021,0.179
RDD1000GDP,POLAND,1974,..
RDD1000GDP,POLAND,1975,..
RDD1000GDP,POLAND,1976,..
RDD1000GDP,POLAND,1977,..
RDD1000GDP,POLAND,1978,..
RDD1000GDP,POLAND,1979,..
RDD1000GDP,POLAND,1980,..
RDD1000GDP,POLAND,1981,..
RDD1000GDP,POLAND,1982,..
RDD1000GDP,POLAND,1983,..
RDD1000GDP,POLAND,1984,..
RDD1000GDP,POLAND,1985,..
RDD1000GDP,POLAND,1986,..
RDD1000GDP,POLAND,1987,..
RDD1000GDP,POLAND,1988,..
RDD1000GDP,POLAND,1989,..
RDD1000GDP,POLAND,1990,..
RDD1000GDP,POLAND,1991,..
RDD1000GDP,POLAND,1992,..
RDD1000GDP,POLAND,1993,..
RDD1000GDP,POLAND,1994,..
RDD1000GDP,POLAND,1995,..
RDD1000GDP,POLAND,1996,..
RDD1000GDP,POLAND,1997,..
RDD1000GDP,POLAND,1998,..
RDD1000GDP,POLAND,1999,..
RDD1000GDP,POLAND,2000,..
RDD1000GDP,POLAND,2001,..
RDD1000GDP,POLAND,2002,..
RDD1000GDP,POLAND,2003,..
RDD1000GDP,POLAND,2004,..
RDD1000GDP,POLAND,2005,..
RDD1000GDP,POLAND,2006,..
RDD1000GDP,POLAND,2007,..
RDD1000GDP,PORTUGAL,1980,0.143
RDD1000GDP,PORTUGAL,1981,0.110
RDD1000GDP,PORTUGAL,1983,0.130
RDD1000GDP,PORTUGAL,1984,0.213
RDD1000GDP,PORTUGAL,1985,0.199
RDD1000GDP,PORTUGAL,1986,0.134
RDD1000GDP,PORTUGAL,1987,0.138
RDD1000GDP,PORTUGAL,1988,0.104
RDD1000GDP,PORTUGAL,1989,0.117
RDD1000GDP,PORTUGAL,1990,0.126
RDD1000GDP,PORTUGAL,1991,0.079
RDD1000GDP,PORTUGAL,1992,0.065
RDD1000GDP,PORTUGAL,1993,0.042
RDD1000GDP,PORTUGAL,1994,0.033
RDD1000GDP,PORTUGAL,1995,0.015
RDD1000GDP,PORTUGAL,1996,0.019
RDD1000GDP,PORTUGAL,1997,0.011
RDD1000GDP,PORTUGAL,1998,0.014
RDD1000GDP,PORTUGAL,1999,0.017
RDD1000GDP,PORTUGAL,2000,0.011
RDD1000GDP,PORTUGAL,2001,0.007
RDD1000GDP,PORTUGAL,2002,0.014
RDD1000GDP,PORTUGAL,2003,0.018
RDD1000GDP,PORTUGAL,2004,0.020
RDD1000GDP,PORTUGAL,2005,0.015
RDD1000GDP,PORTUGAL,2006,0.008
RDD1000GDP,PORTUGAL,2007,0.011
RDD1000GDP,PORTUGAL,2008,0.008
RDD1000GDP,PORTUGAL,2009,0.020
RDD1000GDP,PORTUGAL,2010,0.009
RDD1000GDP,PORTUGAL,2011,0.006
RDD1000GDP,PORTUGAL,2012,0.018
RDD1000GDP,PORTUGAL,2013,0.056
RDD1000GDP,PORTUGAL,2014,0.052
RDD1000GDP,PORTUGAL,2015,0.333
RDD1000GDP,PORTUGAL,2016,0.315
RDD1000GDP,PORTUGAL,2017,0.314
RDD1000GDP,PORTUGAL,2018,0.323
RDD1000GDP,PORTUGAL,2019,0.249
RDD1000GDP,PORTUGAL,2020,0.314
RDD1000GDP,PORTUGAL,2021,0.312
RDD1000GDP,PORTUGAL,1974,..
RDD1000GDP,PORTUGAL,1975,..
RDD1000GDP,PORTUGAL,1976,..
RDD1000GDP,PORTUGAL,1977,..
RDD1000GDP,PORTUGAL,1978,..
RDD1000GDP,PORTUGAL,1979,..
RDD1000GDP,PORTUGAL,1982,..
RDD1000GDP,SLOVAKIA,2008,0.239
RDD1000GDP,SLOVAKIA,2009,0.279
RDD1000GDP,SLOVAKIA,2010,0.283
RDD1000GDP,SLOVAKIA,2011,0.352
RDD1000GDP,SLOVAKIA,2012,0.329
RDD1000GDP,SLOVAKIA,2013,0.337
RDD1000GDP,SLOVAKIA,2014,0.267
RDD1000GDP,SLOVAKIA,2015,0.037
RDD1000GDP,SLOVAKIA,2016,0.228
RDD1000GDP,SLOVAKIA,2017,0.024
RDD1000GDP,SLOVAKIA,2018,0.047
RDD1000GDP,SLOVAKIA,2019,0.044
RDD1000GDP,SLOVAKIA,2020,0.098
RDD1000GDP,SLOVAKIA,2021,0.085
RDD1000GDP,SLOVAKIA,1974,..
RDD1000GDP,SLOVAKIA,1975,..
RDD1000GDP,SLOVAKIA,1976,..
RDD1000GDP,SLOVAKIA,1977,..
RDD1000GDP,SLOVAKIA,1978,..
RDD1000GDP,SLOVAKIA,1979,..
RDD1000GDP,SLOVAKIA,1980,..
RDD1000GDP,SLOVAKIA,1981,..
RDD1000GDP,SLOVAKIA,1982,..
RDD1000GDP,SLOVAKIA,1983,..
RDD1000GDP,SLOVAKIA,1984,..
RDD1000GDP,SLOVAKIA,1985,..
RDD1000GDP,SLOVAKIA,1986,..
RDD1000GDP,SLOVAKIA,1987,..
RDD1000GDP,SLOVAKIA,1988,..
RDD1000GDP,SLOVAKIA,1989,..
RDD1000GDP,SLOVAKIA,1990,..
RDD1000GDP,SLOVAKIA,1991,..
RDD1000GDP,SLOVAKIA,1992,..
RDD1000GDP,SLOVAKIA,1993,..
RDD1000GDP,SLOVAKIA,1994,..
RDD1000GDP,SLOVAKIA,1995,..
RDD1000GDP,SLOVAKIA,1996,..
RDD1000GDP,SLOVAKIA,1997,..
RDD1000GDP,SLOVAKIA,1998,..
RDD1000GDP,SLOVAKIA,1999,..
RDD1000GDP,SLOVAKIA,2000,..
RDD1000GDP,SLOVAKIA,2001,..
RDD1000GDP,SLOVAKIA,2002,..
RDD1000GDP,SLOVAKIA,2003,..
RDD1000GDP,SLOVAKIA,2004,..
RDD1000GDP,SLOVAKIA,2005,..
RDD1000GDP,SLOVAKIA,2006,..
RDD1000GDP,SLOVAKIA,2007,..
RDD1000GDP,SPAIN,1974,0.314
RDD1000GDP,SPAIN,1975,0.309
RDD1000GDP,SPAIN,1976,0.307
RDD1000GDP,SPAIN,1977,0.241
RDD1000GDP,SPAIN,1978,0.295
RDD1000GDP,SPAIN,1979,0.335
RDD1000GDP,SPAIN,1980,0.384
RDD1000GDP,SPAIN,1981,0.358
RDD1000GDP,SPAIN,1982,0.323
RDD1000GDP,SPAIN,1983,0.562
RDD1000GDP,SPAIN,1984,0.738
RDD1000GDP,SPAIN,1985,0.217
RDD1000GDP,SPAIN,1986,0.137
RDD1000GDP,SPAIN,1987,0.130
RDD1000GDP,SPAIN,1988,0.156
RDD1000GDP,SPAIN,1989,0.145
RDD1000GDP,SPAIN,1990,0.099
RDD1000GDP,SPAIN,1991,0.217
RDD1000GDP,SPAIN,1992,0.171
RDD1000GDP,SPAIN,1993,0.144
RDD1000GDP,SPAIN,1994,0.150
RDD1000GDP,SPAIN,1995,0.131
RDD1000GDP,SPAIN,1996,0.122
RDD1000GDP,SPAIN,1997,0.116
RDD1000GDP,SPAIN,1998,0.085
RDD1000GDP,SPAIN,1999,0.084
RDD1000GDP,SPAIN,2000,0.076
RDD1000GDP,SPAIN,2001,0.071
RDD1000GDP,SPAIN,2002,0.061
RDD1000GDP,SPAIN,2003,0.069
RDD1000GDP,SPAIN,2004,0.051
RDD1000GDP,SPAIN,2005,0.054
RDD1000GDP,SPAIN,2006,0.059
RDD1000GDP,SPAIN,2007,0.069
RDD1000GDP,SPAIN,2008,0.079
RDD1000GDP,SPAIN,2009,0.131
RDD1000GDP,SPAIN,2010,0.136
RDD1000GDP,SPAIN,2011,0.258
RDD1000GDP,SPAIN,2012,0.158
RDD1000GDP,SPAIN,2013,0.071
RDD1000GDP,SPAIN,2014,0.093
RDD1000GDP,SPAIN,2015,0.099
RDD1000GDP,SPAIN,2016,0.078
RDD1000GDP,SPAIN,2017,0.065
RDD1000GDP,SPAIN,2018,0.084
RDD1000GDP,SPAIN,2019,0.081
RDD1000GDP,SPAIN,2020,0.075
RDD1000GDP,SPAIN,2021,..
RDD1000GDP,SWEDEN,1974,0.230
RDD1000GDP,SWEDEN,1975,0.576
RDD1000GDP,SWEDEN,1976,0.504
RDD1000GDP,SWEDEN,1977,0.655
RDD1000GDP,SWEDEN,1978,0.794
RDD1000GDP,SWEDEN,1979,1.012
RDD1000GDP,SWEDEN,1980,0.953
RDD1000GDP,SWEDEN,1981,1.347
RDD1000GDP,SWEDEN,1982,1.071
RDD1000GDP,SWEDEN,1983,0.937
RDD1000GDP,SWEDEN,1984,0.790
RDD1000GDP,SWEDEN,1985,0.710
RDD1000GDP,SWEDEN,1986,0.535
RDD1000GDP,SWEDEN,1987,0.420
RDD1000GDP,SWEDEN,1988,0.423
RDD1000GDP,SWEDEN,1989,0.419
RDD1000GDP,SWEDEN,1990,0.384
RDD1000GDP,SWEDEN,1991,0.344
RDD1000GDP,SWEDEN,1992,0.433
