The Energy Technology RD&D Budgets database and an overview of the database are available here: https://www.iea.org/data-and-statistics/data-product/energy-technology-rd-and-d-budget-database-2
If you have any question about the data please contact RDD@iea.org
Please note that your use of IEA data is subject to the Terms and Conditions found here: https://www.iea.org/terms
""
COUNTRY,PRODUCT,TIME,VALUE
CANADA,USEXRMEI,2010,1.03
CANADA,USEXRMEI,2011,0.9890000000000001
CANADA,USEXRMEI,2012,0.9990000000000001
CANADA,USEXRMEI,2013,1.03
CANADA,USEXRMEI,2014,1.105
CANADA,USEXRMEI,2015,1.278
CANADA,USEXRMEI,2016,1.325
CANADA,USEXRMEI,2017,1.298
CANADA,USEXRMEI,2018,1.296
CANADA,USEXRMEI,2019,1.327
CANADA,USEXRMEI,2020,1.341
CANADA,USEXRMEI,2021,1.254
CANADA,PPP,1974,1.043
CANADA,PPP,1975,1.058
CANADA,PPP,1976,1.0959999999999999
CANADA,PPP,1977,1.102
CANADA,PPP,1978,1.1
CANADA,PPP,1979,1.117
CANADA,PPP,1980,1.125
CANADA,PPP,1981,1.1340000000000001
CANADA,PPP,1982,1.163
CANADA,PPP,1983,1.1840000000000002
CANADA,PPP,1984,1.183
CANADA,PPP,1985,1.185
CANADA,PPP,1986,1.197
CANADA,PPP,1987,1.224
CANADA,PPP,1988,1.236
CANADA,PPP,1989,1.246
CANADA,PPP,1990,1.242
CANADA,PPP,1991,1.238
CANADA,PPP,1992,1.228
CANADA,PPP,1993,1.215
CANADA,PPP,1994,1.207
CANADA,PPP,1995,1.208
CANADA,PPP,1996,1.207
CANADA,PPP,1997,1.2009999999999998
CANADA,PPP,1998,1.185
CANADA,PPP,1999,1.1909999999999998
CANADA,PPP,2000,1.228
CANADA,PPP,2001,1.22
CANADA,PPP,2002,1.229
CANADA,PPP,2003,1.226
CANADA,PPP,2004,1.2329999999999999
CANADA,PPP,2005,1.214
CANADA,PPP,2006,1.205
CANADA,PPP,2007,1.212
CANADA,PPP,2008,1.234
CANADA,PPP,2009,1.202
CANADA,PPP,2010,1.222
CANADA,PPP,2011,1.24
CANADA,PPP,2012,1.245
CANADA,PPP,2013,1.224
CANADA,PPP,2014,1.23
CANADA,PPP,2015,1.248
CANADA,PPP,2016,1.207
CANADA,PPP,2017,1.212
CANADA,PPP,2018,1.207
CANADA,PPP,2019,1.247
CANADA,PPP,2020,1.246
CANADA,PPP,2021,1.287
CANADA,GDPNCN,1974,158150.864
CANADA,GDPNCN,1975,178255.74800000002
CANADA,GDPNCN,1976,205333.417
CANADA,GDPNCN,1977,226869.378
CANADA,GDPNCN,1978,251409.90399999998
CANADA,GDPNCN,1979,287042.278
CANADA,GDPNCN,1980,322780.702
CANADA,GDPNCN,1981,368360.06
CANADA,GDPNCN,1982,388184.209
CANADA,GDPNCN,1983,421316.534
CANADA,GDPNCN,1984,461986.471
CANADA,GDPNCN,1985,500026.70399999997
CANADA,GDPNCN,1986,526631.815
CANADA,GDPNCN,1987,574340.512
CANADA,GDPNCN,1988,626896.082
CANADA,GDPNCN,1989,671575.7490000001
CANADA,GDPNCN,1990,695498.193
CANADA,GDPNCN,1991,701771.1309999999
CANADA,GDPNCN,1992,718435.7779999999
CANADA,GDPNCN,1993,747041.327
CANADA,GDPNCN,1994,791974.0229999999
CANADA,GDPNCN,1995,831623.933
CANADA,GDPNCN,1996,859828.7840000001
CANADA,GDPNCN,1997,906924.5759999999
CANADA,GDPNCN,1998,940552.171
CANADA,GDPNCN,1999,1007921.765
CANADA,GDPNCN,2000,1106075.762
CANADA,GDPNCN,2001,1144541.788
CANADA,GDPNCN,2002,1193697.277
CANADA,GDPNCN,2003,1254748.271
CANADA,GDPNCN,2004,1335723.139
CANADA,GDPNCN,2005,1421590.3380000002
CANADA,GDPNCN,2006,1496600.53
CANADA,GDPNCN,2007,1577663.656
CANADA,GDPNCN,2008,1657039.032
CANADA,GDPNCN,2009,1571328.445
CANADA,GDPNCN,2010,1666049.61
CANADA,GDPNCN,2011,1774056.539
CANADA,GDPNCN,2012,1827207.763
CANADA,GDPNCN,2013,1902243.3469999998
CANADA,GDPNCN,2014,1994894.4409999999
CANADA,GDPNCN,2015,1990441.0
CANADA,GDPNCN,2016,2025538.217
CANADA,GDPNCN,2017,2140634.9930000002
CANADA,GDPNCN,2018,2235666.6969999997
CANADA,GDPNCN,2019,2311296.386
CANADA,GDPNCN,2020,2206754.133
CANADA,GDPNCN,2021,2496169.785
CANADA,GDPDEF,1974,22.32
CANADA,GDPDEF,1975,24.745
CANADA,GDPDEF,1976,27.041
CANADA,GDPDEF,1977,28.883000000000003
CANADA,GDPDEF,1978,30.851999999999997
CANADA,GDPDEF,1979,33.931
CANADA,GDPDEF,1980,37.294000000000004
CANADA,GDPDEF,1981,41.12
CANADA,GDPDEF,1982,44.75899999999999
CANADA,GDPDEF,1983,47.348
CANADA,GDPDEF,1984,49.022
CANADA,GDPDEF,1985,50.658
CANADA,GDPDEF,1986,52.233000000000004
CANADA,GDPDEF,1987,54.736000000000004
CANADA,GDPDEF,1988,57.221000000000004
CANADA,GDPDEF,1989,59.911
CANADA,GDPDEF,1990,61.943000000000005
CANADA,GDPDEF,1991,63.833999999999996
CANADA,GDPDEF,1992,64.766
CANADA,GDPDEF,1993,65.6
CANADA,GDPDEF,1994,66.554
CANADA,GDPDEF,1995,68.053
CANADA,GDPDEF,1996,69.24
CANADA,GDPDEF,1997,70.035
CANADA,GDPDEF,1998,69.908
CANADA,GDPDEF,1999,71.237
CANADA,GDPDEF,2000,74.32600000000001
CANADA,GDPDEF,2001,75.558
CANADA,GDPDEF,2002,76.495
CANADA,GDPDEF,2003,78.984
CANADA,GDPDEF,2004,81.564
CANADA,GDPDEF,2005,84.11200000000001
CANADA,GDPDEF,2006,86.277
CANADA,GDPDEF,2007,89.104
CANADA,GDPDEF,2008,92.65700000000001
CANADA,GDPDEF,2009,90.512
CANADA,GDPDEF,2010,93.09200000000001
CANADA,GDPDEF,2011,96.104
CANADA,GDPDEF,2012,97.27
CANADA,GDPDEF,2013,98.96
CANADA,GDPDEF,2014,100.884
CANADA,GDPDEF,2015,100.0
CANADA,GDPDEF,2016,100.75399999999999
CANADA,GDPDEF,2017,103.338
CANADA,GDPDEF,2018,105.009
CANADA,GDPDEF,2019,106.559
CANADA,GDPDEF,2020,107.35700000000001
CANADA,GDPDEF,2021,116.13799999999999
CZECH,USEXRMEI,1978,14.4
CZECH,USEXRMEI,1979,14.11
CZECH,USEXRMEI,1980,14.27
CZECH,USEXRMEI,1981,13.25
CZECH,USEXRMEI,1982,13.71
CZECH,USEXRMEI,1983,14.16
CZECH,USEXRMEI,1984,16.61
CZECH,USEXRMEI,1985,17.14
CZECH,USEXRMEI,1986,14.99
CZECH,USEXRMEI,1987,13.69
CZECH,USEXRMEI,1988,14.36
CZECH,USEXRMEI,1989,15.05
CZECH,USEXRMEI,1990,17.95
CZECH,USEXRMEI,1991,29.474
CZECH,USEXRMEI,1992,28.264
CZECH,USEXRMEI,1993,29.154
CZECH,USEXRMEI,1994,28.785
CZECH,USEXRMEI,1995,26.54
CZECH,USEXRMEI,1996,27.149
CZECH,USEXRMEI,1997,31.705
CZECH,USEXRMEI,1998,32.281
CZECH,USEXRMEI,1999,34.588
CZECH,USEXRMEI,2000,38.637
CZECH,USEXRMEI,2001,38.028
CZECH,USEXRMEI,2002,32.733000000000004
CZECH,USEXRMEI,2003,28.208000000000002
CZECH,USEXRMEI,2004,25.695
CZECH,USEXRMEI,2005,23.955
CZECH,USEXRMEI,2006,22.585
CZECH,USEXRMEI,2007,20.289
CZECH,USEXRMEI,2008,17.078
CZECH,USEXRMEI,2009,19.05
CZECH,USEXRMEI,2010,19.08
CZECH,USEXRMEI,2011,17.672
CZECH,USEXRMEI,2012,19.538
CZECH,USEXRMEI,2013,19.56
CZECH,USEXRMEI,2014,20.758000000000003
CZECH,USEXRMEI,2015,24.593000000000004
CZECH,USEXRMEI,2016,24.441
CZECH,USEXRMEI,2017,23.385
CZECH,USEXRMEI,2018,21.73
CZECH,USEXRMEI,2019,22.930999999999997
CZECH,USEXRMEI,2020,23.212
CZECH,USEXRMEI,2021,21.682
CZECH,PPP,1990,5.564
CZECH,PPP,1991,7.33
CZECH,PPP,1992,8.052
CZECH,PPP,1993,9.517999999999999
CZECH,PPP,1994,10.469000000000001
CZECH,PPP,1995,11.159
CZECH,PPP,1996,12.075
CZECH,PPP,1997,12.902999999999999
CZECH,PPP,1998,13.987
CZECH,PPP,1999,14.229000000000001
CZECH,PPP,2000,14.332
CZECH,PPP,2001,14.325999999999999
CZECH,PPP,2002,14.458
CZECH,PPP,2003,14.175999999999998
CZECH,PPP,2004,14.425999999999998
CZECH,PPP,2005,14.562000000000001
CZECH,PPP,2006,14.415
CZECH,PPP,2007,14.259
CZECH,PPP,2008,13.917
CZECH,PPP,2009,13.638
CZECH,PPP,2010,13.672
CZECH,PPP,2011,13.345
CZECH,PPP,2012,13.298
CZECH,PPP,2013,12.785
CZECH,PPP,2014,12.703
CZECH,PPP,2015,12.937999999999999
CZECH,PPP,2016,12.575999999999999
CZECH,PPP,2017,12.425
CZECH,PPP,2018,12.372
CZECH,PPP,2019,12.663
CZECH,PPP,2020,12.793
CZECH,PPP,2021,12.888
CZECH,GDPNCN,1978,481557.653
CZECH,GDPNCN,1979,505298.869
CZECH,GDPNCN,1980,528671.736
CZECH,GDPNCN,1981,520616.674
CZECH,GDPNCN,1982,543870.851
CZECH,GDPNCN,1983,557682.542
CZECH,GDPNCN,1984,590953.086
CZECH,GDPNCN,1985,610036.122
CZECH,GDPNCN,1986,626497.077
CZECH,GDPNCN,1987,652882.2
CZECH,GDPNCN,1988,666088.652
CZECH,GDPNCN,1989,684405.878
CZECH,GDPNCN,1990,731216.578
CZECH,GDPNCN,1991,880188.7170000001
CZECH,GDPNCN,1992,983935.905
CZECH,GDPNCN,1993,1191388.8490000002
CZECH,GDPNCN,1994,1377380.9330000002
CZECH,GDPNCN,1995,1596306.0
CZECH,GDPNCN,1996,1829255.0
CZECH,GDPNCN,1997,1971024.0
CZECH,GDPNCN,1998,2156624.0
CZECH,GDPNCN,1999,2252983.0
CZECH,GDPNCN,2000,2386289.0
CZECH,GDPNCN,2001,2579126.0
CZECH,GDPNCN,2002,2690982.0
CZECH,GDPNCN,2003,2823452.0
CZECH,GDPNCN,2004,3079207.0
CZECH,GDPNCN,2005,3285601.0
CZECH,GDPNCN,2006,3530881.0
CZECH,GDPNCN,2007,3859533.0
CZECH,GDPNCN,2008,4042860.0
CZECH,GDPNCN,2009,3954320.0
CZECH,GDPNCN,2010,3992870.0
CZECH,GDPNCN,2011,4062323.0
CZECH,GDPNCN,2012,4088912.0
CZECH,GDPNCN,2013,4142811.0
CZECH,GDPNCN,2014,4345766.0
CZECH,GDPNCN,2015,4625378.0
CZECH,GDPNCN,2016,4796873.0
CZECH,GDPNCN,2017,5110743.0
CZECH,GDPNCN,2018,5409665.0
CZECH,GDPNCN,2019,5790348.0
CZECH,GDPNCN,2020,5694387.0
CZECH,GDPNCN,2021,6127135.0
CZECH,GDPDEF,1978,20.452
CZECH,GDPDEF,1979,20.788
CZECH,GDPDEF,1980,21.386
CZECH,GDPDEF,1981,20.627
CZECH,GDPDEF,1982,20.943
CZECH,GDPDEF,1983,20.809
CZECH,GDPDEF,1984,21.746
CZECH,GDPDEF,1985,22.204
CZECH,GDPDEF,1986,21.884
CZECH,GDPDEF,1987,22.513
CZECH,GDPDEF,1988,22.629
CZECH,GDPDEF,1989,22.596
CZECH,GDPDEF,1990,24.804000000000002
CZECH,GDPDEF,1991,33.781
CZECH,GDPDEF,1992,37.955
CZECH,GDPDEF,1993,45.928999999999995
CZECH,GDPDEF,1994,51.598
CZECH,GDPDEF,1995,56.148999999999994
CZECH,GDPDEF,1996,61.556999999999995
CZECH,GDPDEF,1997,66.673
CZECH,GDPDEF,1998,73.212
CZECH,GDPDEF,1999,75.439
CZECH,GDPDEF,2000,76.829
CZECH,GDPDEF,2001,80.585
CZECH,GDPDEF,2002,82.781
CZECH,GDPDEF,2003,83.851
CZECH,GDPDEF,2004,87.24600000000001
CZECH,GDPDEF,2005,87.329
CZECH,GDPDEF,2006,87.9
CZECH,GDPDEF,2007,91.012
CZECH,GDPDEF,2008,92.84100000000001
CZECH,GDPDEF,2009,95.244
CZECH,GDPDEF,2010,93.88600000000001
CZECH,GDPDEF,2011,93.867
CZECH,GDPDEF,2012,95.229
CZECH,GDPDEF,2013,96.52799999999999
CZECH,GDPDEF,2014,99.01700000000001
CZECH,GDPDEF,2015,100.0
CZECH,GDPDEF,2016,101.141
CZECH,GDPDEF,2017,102.463
CZECH,GDPDEF,2018,105.095
CZECH,GDPDEF,2019,109.18299999999999
CZECH,GDPDEF,2020,113.98200000000001
CZECH,GDPDEF,2021,118.777
DENMARK,USEXRMEI,1974,6.086
DENMARK,USEXRMEI,1975,5.7410000000000005
DENMARK,USEXRMEI,1976,6.044
DENMARK,USEXRMEI,1977,6.001
DENMARK,USEXRMEI,1978,5.511
DENMARK,USEXRMEI,1979,5.261
DENMARK,USEXRMEI,1980,5.636
DENMARK,USEXRMEI,1981,7.12
DENMARK,USEXRMEI,1982,8.333
DENMARK,USEXRMEI,1983,9.145
DENMARK,USEXRMEI,1984,10.355
DENMARK,USEXRMEI,1985,10.595
DENMARK,USEXRMEI,1986,8.089
DENMARK,USEXRMEI,1987,6.837999999999999
DENMARK,USEXRMEI,1988,6.73
DENMARK,USEXRMEI,1989,7.31
DENMARK,USEXRMEI,1990,6.186
DENMARK,USEXRMEI,1991,6.393
DENMARK,USEXRMEI,1992,6.037999999999999
DENMARK,USEXRMEI,1993,6.482
DENMARK,USEXRMEI,1994,6.36
DENMARK,USEXRMEI,1995,5.604
DENMARK,USEXRMEI,1996,5.797999999999999
DENMARK,USEXRMEI,1997,6.604
DENMARK,USEXRMEI,1998,6.699
DENMARK,USEXRMEI,1999,6.98
DENMARK,USEXRMEI,2000,8.088
DENMARK,USEXRMEI,2001,8.321
DENMARK,USEXRMEI,2002,7.8839999999999995
DENMARK,USEXRMEI,2003,6.577000000000001
DENMARK,USEXRMEI,2004,5.9879999999999995
DENMARK,USEXRMEI,2005,5.996
DENMARK,USEXRMEI,2006,5.943
DENMARK,USEXRMEI,2007,5.443
DENMARK,USEXRMEI,2008,5.099
DENMARK,USEXRMEI,2009,5.359
DENMARK,USEXRMEI,2010,5.622000000000001
DENMARK,USEXRMEI,2011,5.357
DENMARK,USEXRMEI,2012,5.79
DENMARK,USEXRMEI,2013,5.617999999999999
DENMARK,USEXRMEI,2014,5.619
DENMARK,USEXRMEI,2015,6.725
DENMARK,USEXRMEI,2016,6.731
DENMARK,USEXRMEI,2017,6.602
DENMARK,USEXRMEI,2018,6.314
DENMARK,USEXRMEI,2019,6.669
DENMARK,USEXRMEI,2020,6.542000000000001
DENMARK,USEXRMEI,2021,6.287999999999999
DENMARK,PPP,1974,7.151
DENMARK,PPP,1975,7.419
DENMARK,PPP,1976,7.692
DENMARK,PPP,1977,7.885
DENMARK,PPP,1978,8.026
DENMARK,PPP,1979,7.935
DENMARK,PPP,1980,7.919
DENMARK,PPP,1981,8.008
DENMARK,PPP,1982,8.307
DENMARK,PPP,1983,8.585
DENMARK,PPP,1984,8.779
DENMARK,PPP,1985,8.875
DENMARK,PPP,1986,8.902000000000001
DENMARK,PPP,1987,9.1
DENMARK,PPP,1988,9.137
DENMARK,PPP,1989,9.228
DENMARK,PPP,1990,9.127
DENMARK,PPP,1991,9.062999999999999
DENMARK,PPP,1992,9.008
DENMARK,PPP,1993,8.85
DENMARK,PPP,1994,8.801
DENMARK,PPP,1995,8.731
DENMARK,PPP,1996,8.71
DENMARK,PPP,1997,8.7
DENMARK,PPP,1998,8.662
DENMARK,PPP,1999,8.753
DENMARK,PPP,2000,8.671
DENMARK,PPP,2001,8.693999999999999
DENMARK,PPP,2002,8.562000000000001
DENMARK,PPP,2003,8.648
DENMARK,PPP,2004,8.46
DENMARK,PPP,2005,8.568999999999999
DENMARK,PPP,2006,8.287
DENMARK,PPP,2007,8.162
DENMARK,PPP,2008,7.944
DENMARK,PPP,2009,7.731
DENMARK,PPP,2010,7.591
DENMARK,PPP,2011,7.466
DENMARK,PPP,2012,7.564
DENMARK,PPP,2013,7.355
DENMARK,PPP,2014,7.329
DENMARK,PPP,2015,7.305
DENMARK,PPP,2016,7.08
DENMARK,PPP,2017,6.872000000000001
DENMARK,PPP,2018,6.766
DENMARK,PPP,2019,6.792000000000001
DENMARK,PPP,2020,6.632999999999999
DENMARK,PPP,2021,6.468
DENMARK,GDPNCN,1974,208208.88199999998
DENMARK,GDPNCN,1975,232574.145
DENMARK,GDPNCN,1976,269459.402
DENMARK,GDPNCN,1977,298863.919
DENMARK,GDPNCN,1978,332873.789
DENMARK,GDPNCN,1979,370191.1
DENMARK,GDPNCN,1980,400870.316
DENMARK,GDPNCN,1981,440784.624
DENMARK,GDPNCN,1982,503387.07399999996
DENMARK,GDPNCN,1983,554597.0
DENMARK,GDPNCN,1984,612125.471
DENMARK,GDPNCN,1985,663951.3420000001
DENMARK,GDPNCN,1986,712650.31
DENMARK,GDPNCN,1987,748427.932
DENMARK,GDPNCN,1988,777847.46
DENMARK,GDPNCN,1989,821736.277
DENMARK,GDPNCN,1990,855551.428
DENMARK,GDPNCN,1991,890552.516
DENMARK,GDPNCN,1992,923009.099
DENMARK,GDPNCN,1993,928459.536
DENMARK,GDPNCN,1994,993290.7
DENMARK,GDPNCN,1995,1036487.575
DENMARK,GDPNCN,1996,1088024.9409999999
DENMARK,GDPNCN,1997,1146136.778
DENMARK,GDPNCN,1998,1185993.128
DENMARK,GDPNCN,1999,1241527.138
DENMARK,GDPNCN,2000,1326903.393
DENMARK,GDPNCN,2001,1371524.573
DENMARK,GDPNCN,2002,1410266.625
DENMARK,GDPNCN,2003,1436743.085
DENMARK,GDPNCN,2004,1506005.509
DENMARK,GDPNCN,2005,1585976.9519999998
DENMARK,GDPNCN,2006,1682260.7859999998
DENMARK,GDPNCN,2007,1738848.5769999998
DENMARK,GDPNCN,2008,1801461.5219999999
DENMARK,GDPNCN,2009,1722142.625
DENMARK,GDPNCN,2010,1810929.0559999999
DENMARK,GDPNCN,2011,1846860.967
DENMARK,GDPNCN,2012,1895005.88
DENMARK,GDPNCN,2013,1929669.5590000001
DENMARK,GDPNCN,2014,1981173.9540000001
DENMARK,GDPNCN,2015,2036356.0
DENMARK,GDPNCN,2016,2107805.846
DENMARK,GDPNCN,2017,2192960.216
DENMARK,GDPNCN,2018,2253324.26
DENMARK,GDPNCN,2019,2318041.325
DENMARK,GDPNCN,2020,2329563.425
DENMARK,GDPNCN,2021,2487880.281
DENMARK,GDPDEF,1974,21.163
DENMARK,GDPDEF,1975,23.989
DENMARK,GDPDEF,1976,26.239
DENMARK,GDPDEF,1977,28.568
DENMARK,GDPDEF,1978,31.125999999999998
DENMARK,GDPDEF,1979,33.326
DENMARK,GDPDEF,1980,36.263000000000005
DENMARK,GDPDEF,1981,40.138000000000005
DENMARK,GDPDEF,1982,44.211999999999996
DENMARK,GDPDEF,1983,47.478
DENMARK,GDPDEF,1984,50.305
DENMARK,GDPDEF,1985,52.463
DENMARK,GDPDEF,1986,53.681000000000004
DENMARK,GDPDEF,1987,56.233000000000004
DENMARK,GDPDEF,1988,58.448
DENMARK,GDPDEF,1989,61.352
DENMARK,GDPDEF,1990,62.949
DENMARK,GDPDEF,1991,64.622
DENMARK,GDPDEF,1992,65.69
DENMARK,GDPDEF,1993,66.07300000000001
DENMARK,GDPDEF,1994,67.11
DENMARK,GDPDEF,1995,67.97
DENMARK,GDPDEF,1996,69.336
DENMARK,GDPDEF,1997,70.733
DENMARK,GDPDEF,1998,71.608
DENMARK,GDPDEF,1999,72.814
DENMARK,GDPDEF,2000,75.01
DENMARK,GDPDEF,2001,76.899
DENMARK,GDPDEF,2002,78.704
DENMARK,GDPDEF,2003,79.87100000000001
DENMARK,GDPDEF,2004,81.546
DENMARK,GDPDEF,2005,83.912
DENMARK,GDPDEF,2006,85.655
DENMARK,GDPDEF,2007,87.74
DENMARK,GDPDEF,2008,91.366
DENMARK,GDPDEF,2009,91.84899999999999
DENMARK,GDPDEF,2010,94.81299999999999
DENMARK,GDPDEF,2011,95.42
DENMARK,GDPDEF,2012,97.68299999999999
DENMARK,GDPDEF,2013,98.54899999999999
DENMARK,GDPDEF,2014,99.57
DENMARK,GDPDEF,2015,100.0
DENMARK,GDPDEF,2016,100.25299999999999
DENMARK,GDPDEF,2017,101.444
DENMARK,GDPDEF,2018,102.20100000000001
DENMARK,GDPDEF,2019,102.96
DENMARK,GDPDEF,2020,105.649
DENMARK,GDPDEF,2021,108.35600000000001
ESTONIA,USEXRMEI,1993,0.845
ESTONIA,USEXRMEI,1994,0.83
ESTONIA,USEXRMEI,1995,0.733
ESTONIA,USEXRMEI,1996,0.769
ESTONIA,USEXRMEI,1997,0.887
ESTONIA,USEXRMEI,1998,0.9
ESTONIA,USEXRMEI,1999,0.938
ESTONIA,USEXRMEI,2000,1.084
ESTONIA,USEXRMEI,2001,1.117
ESTONIA,USEXRMEI,2002,1.062
ESTONIA,USEXRMEI,2003,0.8859999999999999
ESTONIA,USEXRMEI,2004,0.805
ESTONIA,USEXRMEI,2005,0.804
ESTONIA,USEXRMEI,2006,0.797
ESTONIA,USEXRMEI,2007,0.731
ESTONIA,USEXRMEI,2008,0.684
ESTONIA,USEXRMEI,2009,0.7190000000000001
ESTONIA,USEXRMEI,2010,0.755
ESTONIA,USEXRMEI,2011,0.7190000000000001
ESTONIA,USEXRMEI,2012,0.778
ESTONIA,USEXRMEI,2013,0.753
ESTONIA,USEXRMEI,2014,0.754
ESTONIA,USEXRMEI,2015,0.9009999999999999
ESTONIA,USEXRMEI,2016,0.904
ESTONIA,USEXRMEI,2017,0.887
ESTONIA,USEXRMEI,2018,0.847
ESTONIA,USEXRMEI,2019,0.893
ESTONIA,USEXRMEI,2020,0.878
ESTONIA,USEXRMEI,2021,0.846
ESTONIA,PPP,1993,0.175
ESTONIA,PPP,1994,0.239
ESTONIA,PPP,1995,0.308
ESTONIA,PPP,1996,0.377
ESTONIA,PPP,1997,0.41
ESTONIA,PPP,1998,0.435
ESTONIA,PPP,1999,0.462
ESTONIA,PPP,2000,0.469
ESTONIA,PPP,2001,0.488
ESTONIA,PPP,2002,0.486
ESTONIA,PPP,2003,0.486
ESTONIA,PPP,2004,0.494
ESTONIA,PPP,2005,0.503
ESTONIA,PPP,2006,0.521
ESTONIA,PPP,2007,0.551
ESTONIA,PPP,2008,0.545
ESTONIA,PPP,2009,0.517
ESTONIA,PPP,2010,0.512
ESTONIA,PPP,2011,0.512
ESTONIA,PPP,2012,0.521
ESTONIA,PPP,2013,0.522
ESTONIA,PPP,2014,0.527
ESTONIA,PPP,2015,0.5379999999999999
ESTONIA,PPP,2016,0.528
ESTONIA,PPP,2017,0.535
ESTONIA,PPP,2018,0.539
ESTONIA,PPP,2019,0.552
ESTONIA,PPP,2020,0.536
ESTONIA,PPP,2021,0.525
ESTONIA,GDPNCN,1993,1512.0
ESTONIA,GDPNCN,1994,2077.0
ESTONIA,GDPNCN,1995,2862.0
ESTONIA,GDPNCN,1996,3680.0
ESTONIA,GDPNCN,1997,4573.0
ESTONIA,GDPNCN,1998,5100.0
ESTONIA,GDPNCN,1999,5407.0
ESTONIA,GDPNCN,2000,6172.0
ESTONIA,GDPNCN,2001,6987.0
ESTONIA,GDPNCN,2002,7823.0
ESTONIA,GDPNCN,2003,8744.0
ESTONIA,GDPNCN,2004,9777.0
ESTONIA,GDPNCN,2005,11343.0
ESTONIA,GDPNCN,2006,13569.0
ESTONIA,GDPNCN,2007,16401.0
ESTONIA,GDPNCN,2008,16618.0
ESTONIA,GDPNCN,2009,14132.0
ESTONIA,GDPNCN,2010,14741.0
ESTONIA,GDPNCN,2011,16677.0
ESTONIA,GDPNCN,2012,17917.0
ESTONIA,GDPNCN,2013,18911.0
ESTONIA,GDPNCN,2014,20048.0
ESTONIA,GDPNCN,2015,20631.0
ESTONIA,GDPNCN,2016,21748.0
ESTONIA,GDPNCN,2017,23834.0
ESTONIA,GDPNCN,2018,25818.0
ESTONIA,GDPNCN,2019,27732.0
ESTONIA,GDPNCN,2020,26835.0
ESTONIA,GDPNCN,2021,30660.0
ESTONIA,GDPDEF,1993,16.441
ESTONIA,GDPDEF,1994,22.964000000000002
ESTONIA,GDPDEF,1995,30.964000000000002
ESTONIA,GDPDEF,1996,37.943000000000005
ESTONIA,GDPDEF,1997,41.708
ESTONIA,GDPDEF,1998,44.583
ESTONIA,GDPDEF,1999,47.464
ESTONIA,GDPDEF,2000,49.213
ESTONIA,GDPDEF,2001,52.559
ESTONIA,GDPDEF,2002,55.111999999999995
ESTONIA,GDPDEF,2003,57.255
ESTONIA,GDPDEF,2004,59.941
ESTONIA,GDPDEF,2005,63.492
ESTONIA,GDPDEF,2006,69.193
ESTONIA,GDPDEF,2007,77.744
ESTONIA,GDPDEF,2008,83.03200000000001
ESTONIA,GDPDEF,2009,82.709
ESTONIA,GDPDEF,2010,84.21700000000001
ESTONIA,GDPDEF,2011,88.82600000000001
ESTONIA,GDPDEF,2012,92.444
ESTONIA,GDPDEF,2013,96.17
ESTONIA,GDPDEF,2014,98.97399999999999
ESTONIA,GDPDEF,2015,100.0
ESTONIA,GDPDEF,2016,102.18700000000001
ESTONIA,GDPDEF,2017,105.85600000000001
ESTONIA,GDPDEF,2018,110.116
ESTONIA,GDPDEF,2019,113.62799999999999
ESTONIA,GDPDEF,2020,113.29299999999999
ESTONIA,GDPDEF,2021,119.469
FINLAND,USEXRMEI,1974,0.633
FINLAND,USEXRMEI,1975,0.617
FINLAND,USEXRMEI,1976,0.648
FINLAND,USEXRMEI,1977,0.6759999999999999
FINLAND,USEXRMEI,1978,0.691
FINLAND,USEXRMEI,1979,0.654
FINLAND,USEXRMEI,1980,0.626
FINLAND,USEXRMEI,1981,0.7240000000000001
FINLAND,USEXRMEI,1982,0.809
FINLAND,USEXRMEI,1983,0.9359999999999999
FINLAND,USEXRMEI,1984,1.01
FINLAND,USEXRMEI,1985,1.042
FINLAND,USEXRMEI,1986,0.853
FINLAND,USEXRMEI,1987,0.7390000000000001
FINLAND,USEXRMEI,1988,0.7040000000000001
FINLAND,USEXRMEI,1989,0.721
FINLAND,USEXRMEI,1990,0.643
FINLAND,USEXRMEI,1991,0.68
FINLAND,USEXRMEI,1992,0.754
FINLAND,USEXRMEI,1993,0.9620000000000001
FINLAND,USEXRMEI,1994,0.878
FINLAND,USEXRMEI,1995,0.7340000000000001
FINLAND,USEXRMEI,1996,0.772
FINLAND,USEXRMEI,1997,0.872
FINLAND,USEXRMEI,1998,0.899
FINLAND,USEXRMEI,1999,0.9390000000000001
FINLAND,USEXRMEI,2000,1.085
FINLAND,USEXRMEI,2001,1.117
FINLAND,USEXRMEI,2002,1.061
FINLAND,USEXRMEI,2003,0.885
FINLAND,USEXRMEI,2004,0.805
FINLAND,USEXRMEI,2005,0.805
FINLAND,USEXRMEI,2006,0.797
FINLAND,USEXRMEI,2007,0.73
FINLAND,USEXRMEI,2008,0.684
FINLAND,USEXRMEI,2009,0.72
FINLAND,USEXRMEI,2010,0.755
FINLAND,USEXRMEI,2011,0.7190000000000001
FINLAND,USEXRMEI,2012,0.778
FINLAND,USEXRMEI,2013,0.753
FINLAND,USEXRMEI,2014,0.754
FINLAND,USEXRMEI,2015,0.9009999999999999
FINLAND,USEXRMEI,2016,0.904
FINLAND,USEXRMEI,2017,0.887
FINLAND,USEXRMEI,2018,0.847
FINLAND,USEXRMEI,2019,0.893
FINLAND,USEXRMEI,2020,0.878
FINLAND,USEXRMEI,2021,0.846
FINLAND,PPP,1974,0.66
